lat,lng,elevation
(54.02233601377605, 18.46564193749019),101.3716354370117
(54.02715641763648, 18.46818609176215),109.4424819946289
(54.03197676778046, 18.47073083590104),105.2678070068359
(54.03679706418601, 18.47327617014149),98.61136627197266
(54.04161730683118, 18.47582209471824),114.9419479370117
(54.04643749569398, 18.47836860986615),134.9770355224609
(54.0512576307524, 18.4809157158202),137.5170593261719
(54.05607771198443, 18.48346341281549),134.8874053955078
(54.06089773936805, 18.48601170108722),120.4165573120117
(54.06571771288123, 18.48856058087073),134.0395355224609
(54.07053763250191, 18.49111005240147),136.1374359130859
(54.07535749820805, 18.49366011591502),131.5238952636719
(54.08017730997758, 18.49621077164705),136.1494140625
(54.08499706778841, 18.49876201983338),117.2221908569336
(54.08981677161845, 18.50131386070992),107.3613510131836
(54.0946364214456, 18.50386629451272),99.42576599121094
(54.09945601724775, 18.50641932147794),110.001335144043
(54.10427555900277, 18.50897294184186),112.3141708374023
(54.10909504668851, 18.51152715584089),122.3639602661133
(54.11391448028284, 18.51408196371154),112.1677856445312
(54.11873385976359, 18.51663736569045),113.9954071044922
(54.12355318510859, 18.51919336201436),114.1260528564453
(54.12837245629564, 18.52174995292016),119.2921981811523
(54.13319167330257, 18.52430713864485),105.5287322998047
(54.13801083610717, 18.52686491942554),102.1894836425781
(54.1428299446872, 18.52942329549945),116.3779373168945
(54.14764899902044, 18.53198226710395),101.6184692382812
(54.15246799908465, 18.5345418344765),105.0370864868164
(54.15728694485757, 18.53710199785469),107.1807632446289
(54.16210583631695, 18.53966275747625),104.9064865112305
(54.16692467344048, 18.54222411357899),101.9788436889648
(54.17174345620591, 18.54478606640087),98.02703857421875
(54.17656218459092, 18.54734861617996),97.31573486328125
(54.18138085857321, 18.54991176315445),106.3980560302734
(54.18619947813043, 18.55247550756265),98.1172103881836
(54.19101804324026, 18.55503984964299),87.38143157958984
(54.19583655388036, 18.55760478963403),93.63700103759766
(54.20065501002836, 18.56017032777443),75.9312744140625
(54.2054734116619, 18.56273646430298),75.57611846923828
(54.21029175875859, 18.5653031994586),74.51116180419922
(54.21511005129603, 18.56787053348032),82.2299575805664
(54.21992828925182, 18.57043846660729),80.38036346435547
(54.22474647260354, 18.57300699907879),75.80847930908203
(54.22956460132877, 18.57557613113419),74.83338165283203
(54.23438267540505, 18.57814586301304),71.33436584472656
(54.23920069480996, 18.58071619495495),58.15748977661133
(54.244018659521, 18.58328712719969),60.61046600341797
(54.2488365695157, 18.58585865998714),59.72444152832031
(54.25365442477159, 18.58843079355728),55.40633392333984
(54.25847222526616, 18.59100352815024),40.25891494750977
(54.26328997097689, 18.59357686400627),22.96032524108887
(54.26810766188127, 18.59615080136572),47.4408073425293
(54.27292529795675, 18.59872534046907),77.02754974365234
(54.27774287918079, 18.60130048155694),67.52411651611328
(54.28256040553083, 18.60387622487005),56.49923324584961
(54.2873778769843, 18.60645257064924),49.99798583984375
(54.29219529351862, 18.60902951913549),41.50801086425781
(54.29701265511119, 18.61160707056988),55.31702423095703
(54.30182996173941, 18.61418522519363),48.91653823852539
(54.30664721338064, 18.61676398324807),56.78776550292969
(54.31146441001228, 18.61934334497467),46.24657440185547
(54.31628155161167, 18.621923310615),36.27592468261719
(54.32109863815615, 18.62450388041076),29.11387634277344
(54.32591566962307, 18.62708505460377),50.43003082275391
(54.33073264598973, 18.62966683343598),22.88558578491211
(54.33554956723347, 18.63224921714945),55.22669219970703
(54.34036643333157, 18.63483220598639),42.79853820800781
(54.34518324426131, 18.63741580018909),62.52147674560547
(54.34999999999999, 18.64),18.34214973449707
